image,id,Color,Palette,DoF,Composition,Type,annotator,annotation_id,created_at,updated_at,lead_time
/data/upload/1/a8cd0539-photo-1607026846503-1136e9db70cf.jpg,771,Colorful,"{""choices"": [""Blue"", ""Brown""]}",Shallow (less in focus),Undefined,Landscape,1,522,2022-01-13T08:58:48.092123Z,2022-01-13T08:58:48.092144Z,287.462
/data/upload/1/68a9f385-photo-1606906591896-e837591f9e1e.jpg,770,Colorful,White,Shallow (less in focus),Undefined,Other,1,416,2022-01-10T15:11:16.600781Z,2022-01-10T15:11:16.600802Z,41.505
/data/upload/1/0df8efdc-photo-1606381644753-e71b5dad56ea.jpg,769,Colorful,"{""choices"": [""Black"", ""Green""]}",Shallow (less in focus),Filling the Frame,Flora,1,980,2022-01-16T17:25:59.440214Z,2022-01-16T17:25:59.440235Z,23.737
/data/upload/1/570e291e-photo-1606222048923-c006b0a0d385.jpg,768,Colorful,Other,Shallow (less in focus),Undefined,Other,1,254,2021-12-27T20:46:51.495035Z,2021-12-27T20:46:51.495058Z,547.91
/data/upload/1/c35bec6b-photo-1606061011720-8fa5eb5f63c5.jpg,767,Colorful,"{""choices"": [""Brown"", ""Gray"", ""Green""]}",Deep (more in focus),Undefined,Landscape,1,814,2022-01-16T00:02:21.108291Z,2022-01-16T00:02:21.108315Z,28.455
/data/upload/1/1c7a2e87-photo-1605971381201-78c2b424a381.jpg,766,Colorful,Green,Deep (more in focus),Centered,Flora,1,227,2021-12-26T19:43:44.909565Z,2021-12-26T19:43:44.909589Z,383.717
/data/upload/1/b691108e-photo-1605872600722-1c3bbcc347a4.jpg,765,Colorful,"{""choices"": [""Blue"", ""Green""]}",Shallow (less in focus),Centered,Street,1,487,2022-01-12T19:35:39.275361Z,2022-01-12T19:35:39.275381Z,24.683
/data/upload/1/bed24d7f-photo-1605694554119-f980114426bf.jpg,764,Colorful,White,Shallow (less in focus),Undefined,Flora,1,455,2022-01-11T18:01:52.172039Z,2022-01-11T18:01:52.172063Z,27.142
/data/upload/1/975992ee-photo-1605552983816-3b7a9d32b2c6.jpg,763,Colorful,"{""choices"": [""Black"", ""Human Skin""]}",Shallow (less in focus),Centered,Other,1,969,2022-01-16T17:18:18.063376Z,2022-01-16T17:18:18.063400Z,15.122
/data/upload/1/f778f6c4-photo-1605483212385-f2d850e1e8b0.jpg,762,Colorful,"{""choices"": [""Gray"", ""White""]}",Deep (more in focus),Diagonals and Triangles,Architectural,1,499,2022-01-12T20:23:53.633606Z,2022-01-12T20:23:53.633671Z,1318.361
/data/upload/1/cdc777dc-photo-1605428585634-36526f36ab5c.jpg,761,Colorful,"{""choices"": [""Gray"", ""White""]}",Deep (more in focus),Filling the Frame,Commercial,1,1008,2022-01-16T17:45:45.759558Z,2022-01-16T17:45:45.759585Z,23.155
/data/upload/1/df2844f5-photo-1605283435370-049a6bdfe8e7.jpg,760,Colorful,"{""choices"": [""Black"", ""Gray""]}",Deep (more in focus),Undefined,Other,1,648,2022-01-15T00:01:32.344596Z,2022-01-15T00:01:32.344616Z,25.612
/data/upload/1/03aab8b9-photo-1605275103590-6515345ac84c.jpg,759,Colorful,"{""choices"": [""Blue"", ""Gray""]}",Deep (more in focus),Centered,Architectural,1,610,2022-01-13T12:01:47.598063Z,2022-01-13T12:01:47.598109Z,203.347
/data/upload/1/555fd2d6-photo-1605187834019-81d3a8b6125e.jpg,758,Colorful,"{""choices"": [""Brown"", ""White""]}",Deep (more in focus),Centered,Landscape,1,396,2022-01-10T14:25:47.587717Z,2022-01-10T14:25:47.587765Z,38.376
/data/upload/1/98fd8016-photo-1604915217062-65ff0075222e.jpg,757,Colorful,"{""choices"": [""Blue"", ""Green""]}",Shallow (less in focus),Undefined,Landscape,1,529,2022-01-13T09:06:05.018559Z,2022-01-13T09:06:05.018580Z,79.692
/data/upload/1/39eafbef-photo-1604818812459-f206a1f8208b.jpg,756,Colorful,Brown,Shallow (less in focus),Centered,Portrait,1,382,2022-01-10T14:10:08.750884Z,2022-01-10T14:10:08.750908Z,69.64
/data/upload/1/d9d42303-photo-1604762132882-43625bc52a42.jpg,755,Colorful,"{""choices"": [""Brown"", ""Green""]}",Shallow (less in focus),Filling the Frame,Flora,1,635,2022-01-14T23:08:35.290467Z,2022-01-14T23:08:35.290491Z,19.449
/data/upload/1/f970b3e5-photo-1604629142514-b3f81fa7b75a.jpg,754,Colorful,"{""choices"": [""Gray"", ""Yellow""]}",Deep (more in focus),Undefined,Street,1,457,2022-01-11T18:03:31.960788Z,2022-01-11T18:03:31.960836Z,73.646
/data/upload/1/543e0935-photo-1604595147579-2da402f9ff50.jpg,753,Colorful,Blue,Deep (more in focus),Undefined,Architectural,1,393,2022-01-10T14:21:15.475285Z,2022-01-10T14:21:15.475348Z,39.786
/data/upload/1/ceb47074-photo-1604303086699-826c4130ea0b.jpg,752,Colorful,"{""choices"": [""Blue"", ""Green""]}",Shallow (less in focus),Undefined,Landscape,1,912,2022-01-16T16:27:15.200904Z,2022-01-16T16:27:15.200928Z,21.865
/data/upload/1/db53b4bc-photo-1604197023144-26cd1a7d828b.jpg,751,Colorful,"{""choices"": [""Black"", ""Brown""]}",Shallow (less in focus),Centered,Portrait,1,293,2022-01-02T15:01:48.495527Z,2022-01-02T15:01:48.495574Z,87.206
/data/upload/1/70903872-photo-1604087016204-d74ccf60b5a9.jpg,750,Colorful,Gray,Deep (more in focus),Centered,Architectural,1,922,2022-01-16T16:38:07.018510Z,2022-01-16T16:38:07.018535Z,26.483
/data/upload/1/4d310770-photo-1604060120654-ce3979b74548.jpg,749,Black and White,"{""choices"": [""Black"", ""Gray"", ""White""]}",Deep (more in focus),"{""choices"": [""Centered"", ""Filling the Frame""]}",Flora,1,532,2022-01-13T09:10:27.078581Z,2022-01-13T09:10:27.078607Z,104.687
/data/upload/1/dc763270-photo-1603003472359-6842742d3e8f.jpg,747,Colorful,"{""choices"": [""Black"", ""Red""]}",Deep (more in focus),Rule of Thirds,"{""choices"": [""Commercial"", ""Food""]}",1,552,2022-01-13T09:40:46.559879Z,2022-01-13T09:40:46.559929Z,36.75
/data/upload/1/50890865-photo-1602838052440-33506c34ba51.jpg,746,Colorful,Human Skin,Shallow (less in focus),Rule of Thirds,Portrait,1,746,2022-01-15T18:09:09.921175Z,2022-01-15T18:09:09.921198Z,61.125
/data/upload/1/09312d96-photo-1602784372735-cdbbdb8f4a98.jpg,745,Black and White,Gray,Shallow (less in focus),Centered,Underwater,1,417,2022-01-10T15:11:54.509574Z,2022-01-10T15:11:54.509599Z,37.133
/data/upload/1/b857f142-photo-1602265872190-4f2cb26bb2f1.jpg,744,Black and White,"{""choices"": [""Black"", ""Gray"", ""White""]}",Shallow (less in focus),Centered,Other,1,989,2022-01-16T17:31:00.826981Z,2022-01-16T17:31:00.827006Z,34.182
/data/upload/1/e0595cbb-photo-1602091466831-7dd0f9a1c745.jpg,743,Colorful,"{""choices"": [""Gray"", ""Green"", ""Yellow""]}",Deep (more in focus),Centered,Flora,1,909,2022-01-16T16:24:14.348724Z,2022-01-16T16:24:14.348748Z,274.175
/data/upload/1/574545ce-photo-1601927262442-3fa89feae4f2.jpg,742,Colorful,White,Deep (more in focus),Centered,Street,1,403,2022-01-10T14:36:01.097951Z,2022-01-10T14:36:01.097971Z,50.068
/data/upload/1/0c17ac0a-photo-1601848094958-6241ffbf2715.jpg,741,Colorful,"{""choices"": [""Gray"", ""White""]}",Shallow (less in focus),Centered,Commercial,1,846,2022-01-16T12:16:08.554419Z,2022-01-16T12:16:08.554447Z,86.151
/data/upload/1/bcc9db45-photo-1601841981001-50c9c192dbe7.jpg,740,Colorful,"{""choices"": [""Gray"", ""Green""]}",Shallow (less in focus),Undefined,Landscape,1,679,2022-01-15T15:11:12.076364Z,2022-01-15T15:11:12.076386Z,85.72
/data/upload/1/26dce453-photo-1601568547556-0ccf70e8e3c8.jpg,739,Colorful,Blue,Deep (more in focus),Undefined,Flora,1,606,2022-01-13T11:44:19.749804Z,2022-01-13T11:44:19.749828Z,629.356
/data/upload/1/c2810403-photo-1601246733383-4ad305e42a23.jpg,738,Colorful,"{""choices"": [""Brown"", ""Green"", ""White""]}",Shallow (less in focus),Centered,Wildlife,1,504,2022-01-12T20:57:09.222362Z,2022-01-12T20:57:09.222386Z,19.166
/data/upload/1/6651e974-photo-1600712627410-8289fe7943db.jpg,737,Colorful,"{""choices"": [""Black"", ""Gray"", ""Green"", ""Red""]}",Shallow (less in focus),Centered,Street,1,538,2022-01-13T09:14:29.051631Z,2022-01-13T09:14:29.051656Z,37.802
/data/upload/1/39c1e2d9-photo-1600627505581-3bc94af1db06.jpg,736,Colorful,Black,Shallow (less in focus),Frame within Frame,Landscape,1,665,2022-01-15T13:42:32.630989Z,2022-01-15T13:42:32.631014Z,39.73
/data/upload/1/e640658b-photo-1600361675030-2eaf8ff6be75.jpg,735,Colorful,Gray,Shallow (less in focus),Centered,Portrait,1,605,2022-01-13T11:33:49.552882Z,2022-01-13T11:33:49.552946Z,41.078
/data/upload/1/fcfde409-photo-1600309314454-8e7c6e7863c8.jpg,734,Colorful,"{""choices"": [""Black"", ""Brown"", ""Red""]}",Shallow (less in focus),Centered,Food,1,820,2022-01-16T00:05:50.262927Z,2022-01-16T00:05:50.262975Z,28.23
/data/upload/1/75bfd6ea-photo-1600281056126-330810e6849f.jpg,733,Colorful,"{""choices"": [""Blue"", ""Green"", ""White""]}",Shallow (less in focus),Undefined,Landscape,1,594,2022-01-13T11:14:06.654382Z,2022-01-13T11:14:06.654404Z,42.606
/data/upload/1/b951bff0-photo-1599427726093-670d39d01bfe.jpg,732,Colorful,Red,Deep (more in focus),Rule of Thirds,Street,1,759,2022-01-15T18:25:58.617933Z,2022-01-15T18:25:58.617954Z,152.604
/data/upload/1/524ddecf-photo-1599048529496-b19b9b93c7cb.jpg,731,Colorful,"{""choices"": [""Black"", ""Brown"", ""Gray""]}",Deep (more in focus),Rule of Thirds,Cityscape,1,878,2022-01-16T15:23:09.469413Z,2022-01-16T15:23:09.469437Z,213.435
/data/upload/1/0aa92f51-photo-1599005083269-7eec25056aec.jpg,730,Colorful,Gray,Shallow (less in focus),Undefined,Street,1,478,2022-01-12T13:48:46.060922Z,2022-01-12T13:48:46.060945Z,33.536
/data/upload/1/8aef889a-photo-1598996950547-1b74457f97ad.jpg,729,Colorful,Blue,Deep (more in focus),Rule of Thirds,Landscape,1,337,2022-01-03T13:09:35.976558Z,2022-01-03T13:09:35.976580Z,38.474
/data/upload/1/8f4af7fb-photo-1598841886737-97b65d7a311f.jpg,728,Colorful,"{""choices"": [""Green"", ""Red""]}",Shallow (less in focus),Undefined,Flora,1,426,2022-01-10T21:22:59.045223Z,2022-01-10T21:22:59.045246Z,48.1
/data/upload/1/0236e7ea-photo-1598618394906-ca721e23373f.jpg,727,Colorful,"{""choices"": [""Brown"", ""Gray"", ""White"", ""Yellow""]}",Shallow (less in focus),Centered,Street,1,728,2022-01-15T17:44:49.199420Z,2022-01-15T17:44:49.199444Z,76.544
/data/upload/1/37da9574-photo-1598522285336-72810c43868c.jpg,726,Colorful,"{""choices"": [""Brown"", ""Orange"", ""Red"", ""Yellow""]}",Deep (more in focus),Undefined,Architectural,1,892,2022-01-16T15:53:11.255315Z,2022-01-16T15:53:11.255380Z,347.21
/data/upload/1/c514a5bd-photo-1598402321613-280acc33e61e.jpg,725,Colorful,"{""choices"": [""Brown"", ""Green""]}",Shallow (less in focus),Centered,Wildlife,1,509,2022-01-12T21:04:33.018889Z,2022-01-12T21:04:33.018913Z,23.991
/data/upload/1/f301fdb2-photo-1598354169918-956638dfa323.jpg,724,Colorful,"{""choices"": [""Black"", ""Orange"", ""Yellow""]}",Shallow (less in focus),Centered,Landscape,1,421,2022-01-10T15:13:58.397023Z,2022-01-10T15:13:58.397049Z,24.017
/data/upload/1/4c95971d-photo-1598343079259-25a72ccccb9e.jpg,723,Colorful,"{""choices"": [""Brown"", ""White""]}",Deep (more in focus),Frame within Frame,Other,1,443,2022-01-11T11:32:58.123350Z,2022-01-11T11:32:58.123374Z,9142.273
/data/upload/1/15845c72-photo-1598322623533-f42c15b4e754.jpg,722,Colorful,"{""choices"": [""Gray"", ""Green"", ""White""]}",Deep (more in focus),Centered,Architectural,1,595,2022-01-13T11:16:55.621679Z,2022-01-13T11:16:55.621703Z,168.275
/data/upload/1/e0a102e6-photo-1598252456565-1caa0a901735.jpg,721,Colorful,"{""choices"": [""Brown"", ""Green""]}",Deep (more in focus),Undefined,Landscape,1,611,2022-01-13T12:09:36.408087Z,2022-01-13T12:09:36.408109Z,468.006
/data/upload/1/f1a59cab-photo-1598200532474-d05b35a70c35.jpg,719,Colorful,"{""choices"": [""Blue"", ""Brown""]}",Deep (more in focus),Undefined,Landscape,1,616,2022-01-13T12:13:55.218818Z,2022-01-13T12:13:55.218841Z,26.791
/data/upload/1/93986228-photo-1598184128684-a68809354305.jpg,718,Colorful,"{""choices"": [""Gray"", ""Green""]}",Shallow (less in focus),Undefined,Landscape,1,625,2022-01-13T12:54:00.077994Z,2022-01-13T12:54:00.078017Z,23.923
/data/upload/1/d59e3211-photo-1598178756262-9e8b050c063d.jpg,717,Colorful,Gray,Shallow (less in focus),Undefined,Other,1,750,2022-01-15T18:12:37.586105Z,2022-01-15T18:12:37.586168Z,25.291
/data/upload/1/7ad471d2-photo-1598149847994-1f3360e648d2.jpg,716,Colorful,Black,Shallow (less in focus),Centered,Portrait,1,329,2022-01-03T10:38:41.823529Z,2022-01-03T10:38:41.823552Z,230.352
/data/upload/1/e8c82f48-photo-1598015257882-ae0fd982a95a.jpg,715,Colorful,"{""choices"": [""Green"", ""Red""]}",Shallow (less in focus),Centered,Flora,1,776,2022-01-15T18:52:06.191740Z,2022-01-15T18:52:06.191760Z,92.87
/data/upload/1/d65b0994-photo-1597927927313-8ff4ab3c9da6.jpg,714,Colorful,"{""choices"": [""Blue"", ""Brown"", ""Green""]}",Deep (more in focus),Undefined,Street,1,555,2022-01-13T09:47:22.843230Z,2022-01-13T09:47:22.843253Z,136.585
/data/upload/1/aa867bc9-photo-1597907159000-ef68b70e9416.jpg,713,Colorful,"{""choices"": [""Gray"", ""Green""]}",Deep (more in focus),Undefined,Flora,1,601,2022-01-13T11:28:18.743290Z,2022-01-13T11:28:18.743313Z,21.918
/data/upload/1/ce74b696-photo-1597890260764-ea789010b812.jpg,712,Colorful,Brown,Deep (more in focus),Rule of Thirds,Aerial,1,623,2022-01-13T12:51:21.895437Z,2022-01-13T12:51:21.895458Z,156.686
/data/upload/1/108af4da-photo-1597861341870-4796c6a9cd28.jpg,711,Colorful,"{""choices"": [""Brown"", ""Gray"", ""Yellow""]}",Shallow (less in focus),Rule of Thirds,Wedding,1,512,2022-01-12T21:12:28.044129Z,2022-01-12T21:12:28.044152Z,349.078
/data/upload/1/636d22df-photo-1597761855431-414e6fdf0e8a.jpg,710,Colorful,"{""choices"": [""Green"", ""White""]}",Shallow (less in focus),Centered,Food,1,592,2022-01-13T11:12:48.429689Z,2022-01-13T11:12:48.429713Z,29.843
/data/upload/1/de05c7f2-photo-1597741693229-76d529d7280d.jpg,708,Colorful,Gray,Shallow (less in focus),Undefined,Portrait,1,301,2022-01-02T16:36:17.905874Z,2022-01-02T16:36:17.905899Z,52.319
/data/upload/1/e37c8dd3-photo-1597730295936-522e28351863.jpg,707,Colorful,"{""choices"": [""Black"", ""Blue""]}",Shallow (less in focus),Patterns and Textures,Other,1,514,2022-01-12T21:15:16.512051Z,2022-01-12T21:15:16.512074Z,122.215
/data/upload/1/2314a8a5-photo-1597706045027-e0d5d2f27063.jpg,706,Colorful,"{""choices"": [""Black"", ""Human Skin""]}",Shallow (less in focus),Centered,Portrait,1,883,2022-01-16T15:33:06.335683Z,2022-01-16T15:33:06.335707Z,38.776
/data/upload/1/fbb5d45c-photo-1597700733632-29d7bea3dfb6.jpg,705,Colorful,"{""choices"": [""Black"", ""Green"", ""White""]}",Shallow (less in focus),Centered,Night,1,698,2022-01-15T17:03:00.227429Z,2022-01-15T17:03:00.227453Z,168.25
/data/upload/1/007dd8a9-photo-1597670795116-ccbb22d020ba.jpg,704,Colorful,Black,Shallow (less in focus),Rule of Thirds,Other,1,235,2021-12-26T19:57:19.752151Z,2021-12-26T19:57:19.752172Z,49.1
/data/upload/1/9b173c10-photo-1597639086631-b51c88c183c6.jpg,703,Colorful,Gray,Deep (more in focus),Diagonals and Triangles,Cityscape,1,380,2022-01-10T14:08:29.356589Z,2022-01-10T14:08:29.356612Z,51.695
/data/upload/1/c7560ead-photo-1597595452247-5286f700442f.jpg,702,Colorful,Green,Deep (more in focus),Diagonals and Triangles,Landscape,1,230,2021-12-26T19:47:52.979645Z,2021-12-26T19:47:52.979668Z,142.327
/data/upload/1/c1cdf8e5-photo-1597567311429-c1d7cfad81f4.jpg,701,Colorful,"{""choices"": [""Brown"", ""Gray"", ""Green""]}",Deep (more in focus),Centered,Other,1,558,2022-01-13T10:07:43.506306Z,2022-01-13T10:07:43.506329Z,880.128
/data/upload/1/9d5da7d7-photo-1597559824960-df4d323435b9.jpg,700,Colorful,"{""choices"": [""Gray"", ""Orange""]}",Deep (more in focus),Centered,Food,1,438,2022-01-11T08:57:54.570148Z,2022-01-11T08:57:54.570169Z,26.594
/data/upload/1/e2945889-photo-1597527623158-727420a616b7.jpg,699,Colorful,"{""choices"": [""Brown"", ""Red"", ""White""]}",Shallow (less in focus),Rule of Thirds,"{""choices"": [""Commercial"", ""Food""]}",1,705,2022-01-15T17:10:41.123733Z,2022-01-15T17:10:41.123756Z,88.654
/data/upload/1/0bae08f0-photo-1597497287565-a38cfaa4e762.jpg,698,Colorful,"{""choices"": [""Black"", ""Brown"", ""Gray""]}",Shallow (less in focus),Centered,Commercial,1,482,2022-01-12T14:50:44.237117Z,2022-01-12T14:50:44.237142Z,33.564
/data/upload/1/af432135-photo-1597355415015-33ae4cd8d496.jpg,697,Colorful,"{""choices"": [""Blue"", ""Gray""]}",Shallow (less in focus),"{""choices"": [""Leading Lines"", ""Rule of Thirds""]}",Cityscape,1,500,2022-01-12T20:53:20.494922Z,2022-01-12T20:53:20.494944Z,1766.038
/data/upload/1/70b061ba-photo-1597352651426-56ccf1dbc926.jpg,696,Colorful,"{""choices"": [""Black"", ""Blue""]}",Shallow (less in focus),Centered,Portrait,1,231,2021-12-26T19:48:34.052104Z,2021-12-26T19:48:34.052127Z,40.149
/data/upload/1/ea654718-photo-1597345617835-890c8e411fa5.jpg,695,Colorful,"{""choices"": [""Gray"", ""Green""]}",Deep (more in focus),Undefined,Landscape,1,607,2022-01-13T11:57:40.052983Z,2022-01-13T11:57:40.053050Z,799.451
/data/upload/1/7431d94c-photo-1597303259055-418e9752c832.jpg,694,Colorful,Gray,Deep (more in focus),Rule of Thirds,Architectural,1,769,2022-01-15T18:40:30.615764Z,2022-01-15T18:40:30.615788Z,19.617
/data/upload/1/90e4a563-photo-1597260757947-95b287d864d8.jpg,693,Colorful,"{""choices"": [""Blue"", ""Gray"", ""Green"", ""White""]}",Shallow (less in focus),Undefined,Wildlife,1,366,2022-01-10T10:36:58.311209Z,2022-01-10T10:36:58.311233Z,404.685
/data/upload/1/6283ab37-photo-1597250786850-66d6a2c343e6.jpg,692,Colorful,"{""choices"": [""Gray"", ""White""]}",Shallow (less in focus),Leading Lines,Street,1,787,2022-01-15T23:22:28.684138Z,2022-01-15T23:22:28.684161Z,39.506
/data/upload/1/d55d6232-photo-1597192662779-a36e66faf960.jpg,691,Colorful,White,Deep (more in focus),Undefined,Landscape,1,633,2022-01-13T14:38:19.332016Z,2022-01-13T14:38:19.332043Z,2247.803
/data/upload/1/c52a031d-photo-1597096337857-1de36e3ae34b.jpg,690,Colorful,"{""choices"": [""Green"", ""White""]}",Shallow (less in focus),Centered,Event,1,711,2022-01-15T17:18:49.975567Z,2022-01-15T17:18:49.975615Z,157.47
/data/upload/1/f2572916-photo-1596996370001-120c830d13d1.jpg,689,Colorful,White,Shallow (less in focus),Centered,Pet,1,282,2022-01-02T14:45:16.257607Z,2022-01-02T14:45:16.257654Z,19.236
/data/upload/1/f5d80a66-photo-1596933623966-ca1af1b5a5eb.jpg,688,Colorful,"{""choices"": [""Blue"", ""Green"", ""White""]}",Deep (more in focus),Rule of Thirds,"{""choices"": [""Aerial"", ""Landscape""]}",1,949,2022-01-16T17:03:36.851243Z,2022-01-16T17:03:36.851268Z,44.197
/data/upload/1/4428a862-photo-1596906519517-7868d76fd92d.jpg,687,Colorful,"{""choices"": [""Brown"", ""Gray"", ""White"", ""Yellow""]}",Shallow (less in focus),Undefined,Landscape,1,742,2022-01-15T18:04:32.564117Z,2022-01-15T18:04:32.564137Z,308.163
/data/upload/1/3e82fd68-photo-1596802186605-f669500e7e2b.jpg,686,Colorful,White,Shallow (less in focus),Undefined,Other,1,408,2022-01-10T14:41:06.935272Z,2022-01-10T14:41:06.935335Z,40.953
/data/upload/1/9f6c5a74-photo-1596722103191-6aaaf952990c.jpg,685,Colorful,"{""choices"": [""Blue"", ""Gray""]}",Shallow (less in focus),Undefined,Commercial,1,876,2022-01-16T15:18:13.688245Z,2022-01-16T15:18:13.688270Z,38.371
/data/upload/1/2f03e980-photo-1596688051781-67e73abfb77f.jpg,684,Colorful,"{""choices"": [""Blue"", ""Green""]}",Deep (more in focus),Rule of Thirds,Landscape,1,919,2022-01-16T16:35:27.970582Z,2022-01-16T16:35:27.970607Z,38.362
/data/upload/1/385c5850-photo-1596640250801-3c306498f66f.jpg,683,Colorful,"{""choices"": [""Brown"", ""Green""]}",Shallow (less in focus),Centered,Flora,1,242,2021-12-26T20:19:33.339047Z,2021-12-26T20:19:33.339070Z,67.366
/data/upload/1/ee5c15b4-photo-1596494706851-adce9aa1b355.jpg,682,Colorful,"{""choices"": [""Green"", ""Red""]}",Shallow (less in focus),Centered,Flora,1,386,2022-01-10T14:12:49.817288Z,2022-01-10T14:12:49.817313Z,19.818
/data/upload/1/0b44774b-photo-1596441482326-829aa05a8aaf.jpg,681,Colorful,"{""choices"": [""Brown"", ""Gray""]}",Shallow (less in focus),Centered,Other,1,427,2022-01-10T21:24:34.479523Z,2022-01-10T21:24:34.479546Z,94.689
/data/upload/1/48e489d9-photo-1596318289992-d381733777a7.jpg,680,Colorful,Green,Shallow (less in focus),Centered,Wildlife,1,431,2022-01-10T21:39:31.891025Z,2022-01-10T21:39:31.891049Z,150.753
/data/upload/1/89ad2652-photo-1596067045723-61326138f3e3.jpg,679,Colorful,Brown,Shallow (less in focus),Centered,Wildlife,1,727,2022-01-15T17:43:31.970878Z,2022-01-15T17:43:31.970902Z,15.937
/data/upload/1/755e635e-photo-1595980845162-6f606292ffb9.jpg,678,Colorful,"{""choices"": [""Blue"", ""Green""]}",Shallow (less in focus),"{""choices"": [""Centered"", ""Leading Lines"", ""Minimal""]}",Other,1,1011,2022-01-16T17:47:50.197012Z,2022-01-16T17:47:50.197035Z,27.296
/data/upload/1/308a2437-photo-1595646170437-8dda8fa7042b.jpg,677,Colorful,Other,Shallow (less in focus),Centered,Other,1,315,2022-01-03T09:13:46.144192Z,2022-01-03T09:13:46.144239Z,17.108
/data/upload/1/780240cb-photo-1595507213147-c199ea25822f.jpg,676,Colorful,"{""choices"": [""Blue"", ""Green""]}",Deep (more in focus),Rule of Thirds,Landscape,1,326,2022-01-03T10:33:37.603460Z,2022-01-03T10:33:37.603486Z,39.849
/data/upload/1/0471a49d-photo-1594284900832-de62ca6ec92e.jpg,675,Colorful,Brown,Shallow (less in focus),Centered,Portrait,1,673,2022-01-15T13:55:38.671018Z,2022-01-15T13:55:38.671083Z,38.457
/data/upload/1/74842dae-photo-1594179044096-cb2576d77895.jpg,674,Colorful,"{""choices"": [""Black"", ""Blue""]}",Deep (more in focus),Centered,Landscape,1,844,2022-01-16T12:14:23.509051Z,2022-01-16T12:14:23.509075Z,135.634
/data/upload/1/39a82554-photo-1594008230595-190f4d984f77.jpg,673,Colorful,"{""choices"": [""Blue"", ""Gray"", ""Yellow""]}",Deep (more in focus),Centered,Street,1,328,2022-01-03T10:34:50.531681Z,2022-01-03T10:34:50.531703Z,33.252
/data/upload/1/3357c9a6-photo-1593970057011-e59b59acb6f4.jpg,672,Colorful,Black,Deep (more in focus),Undefined,"{""choices"": [""Cityscape"", ""Night""]}",1,703,2022-01-15T17:08:35.055823Z,2022-01-15T17:08:35.055848Z,180.719
/data/upload/1/26c30777-photo-1593805366432-2a381e6cbbfa.jpg,671,Colorful,Violet,Shallow (less in focus),Rule of Thirds,Other,1,440,2022-01-11T08:59:30.599491Z,2022-01-11T08:59:30.599514Z,59.414
/data/upload/1/7e9f2bca-photo-1593701561105-6a3824e4442d.jpg,670,Colorful,"{""choices"": [""Brown"", ""Green""]}",Shallow (less in focus),Undefined,Other,1,620,2022-01-13T12:47:43.627826Z,2022-01-13T12:47:43.627849Z,291.942
/data/upload/1/0c15ea6f-photo-1593599300016-b00b31633b58.jpg,669,Colorful,"{""choices"": [""Brown"", ""Gray""]}",Deep (more in focus),"{""choices"": [""Leading Lines"", ""Rule of Thirds""]}",Street,1,540,2022-01-13T09:16:13.629053Z,2022-01-13T09:16:13.629075Z,48.724
/data/upload/1/a09b2217-photo-1593582890147-86bb25c46a46.jpg,668,Colorful,"{""choices"": [""Gray"", ""White""]}",Shallow (less in focus),Filling the Frame,Architectural,1,515,2022-01-12T21:15:59.357726Z,2022-01-12T21:15:59.357752Z,42.063
/data/upload/1/ac2ae80b-photo-1593509352204-599afbd146bf.jpg,667,Colorful,Blue,Deep (more in focus),Symmetrical,Street,1,658,2022-01-15T13:32:21.854704Z,2022-01-15T13:32:21.854728Z,270.524
/data/upload/1/019d71ab-photo-1593374961497-ca4bc7e10619.jpg,666,Colorful,Other,Deep (more in focus),"{""choices"": [""Centered"", ""Frame within Frame""]}",Street,1,275,2022-01-02T14:39:17.439441Z,2022-01-02T14:39:17.439464Z,41.811
/data/upload/1/e9b76c97-photo-1593297372265-17a1a05e162a.jpg,665,Colorful,"{""choices"": [""Blue"", ""Gray"", ""Green""]}",Deep (more in focus),Centered,Architectural,1,334,2022-01-03T13:06:09.322924Z,2022-01-03T13:06:09.322985Z,7757.545
/data/upload/1/e32e09c2-photo-1593023742486-cb775076bb82.jpg,664,Colorful,"{""choices"": [""Blue"", ""Green""]}",Deep (more in focus),Undefined,Landscape,1,958,2022-01-16T17:10:41.922979Z,2022-01-16T17:10:41.923006Z,33.643
/data/upload/1/bab9dc0c-photo-1592965855919-d1b154f6dab2.jpg,663,Black and White,"{""choices"": [""Black"", ""White""]}",Shallow (less in focus),Frame within Frame,Commercial,1,320,2022-01-03T09:22:24.128874Z,2022-01-03T09:22:24.128897Z,109.242
/data/upload/1/2d9d9f8d-photo-1592691304334-1e4cac6d7915.jpg,662,Colorful,White,Deep (more in focus),Undefined,Street,1,559,2022-01-13T10:12:57.158975Z,2022-01-13T10:12:57.158998Z,312.762
/data/upload/1/3c292c77-photo-1592460963992-68f253327bd3.jpg,661,Colorful,Gray,Deep (more in focus),Rule of Thirds,Landscape,1,687,2022-01-15T16:47:24.219353Z,2022-01-15T16:47:24.219377Z,73.174
/data/upload/1/f3e84340-photo-1592426435871-241cf56cad75.jpg,660,Colorful,Gray,Shallow (less in focus),Centered,Pet,1,271,2022-01-02T14:35:24.433438Z,2022-01-02T14:35:24.433461Z,101.775
/data/upload/1/83a043ae-photo-1592390678441-4b100d2d3810.jpg,659,Colorful,"{""choices"": [""Brown"", ""Gray""]}",Deep (more in focus),Undefined,Architectural,1,379,2022-01-10T14:07:36.868557Z,2022-01-10T14:07:36.868603Z,46.155
